author,updated_at,like_count,comments,public
@ericfernandeske,2023-10-23T18:58:38Z,0,Amazing show … Love from 🇰🇪,True
@julianrios4066,2023-10-23T18:56:29Z,0,Clovis laughs. i laugh,True
@miguelramirez7175,2023-10-23T18:52:04Z,0,🐐🐐’s,True
@deansarsfield2485,2023-10-23T18:48:26Z,1,king clovis. these 2 need  a weekly show.,True
@franks9753,2023-10-23T18:47:57Z,1,"Starting in Saint-Denis. Thats a shitty neighborhood bro 😂 didnt know you can eat and drink the good Stuff there 😮🎉 why are the sigarets blokked? Whats wrong with smoking? Hasj, weed, sigarets wine whiskey good food. That enjoying life",True
@mazerrackham5959,2023-10-23T18:47:19Z,0,Complicate summer 😂😂😂,True
@newthrash1221,2023-10-23T18:45:09Z,0,Hella respect for keeping your operation independent when i know y’all probably have tons of offers to sell out your integrity.,True
@GlacierSound,2023-10-23T18:42:28Z,0,Great.,True
@CMH2THJ,2023-10-23T18:39:34Z,0,This dude gettin a little soft with them man hugs and man purse,True
@lostlegend710,2023-10-23T18:37:05Z,1,Comedy in Paris took a hit,True
@Strive4Greatness424,2023-10-23T18:35:26Z,0,Bruh we miss the boys vlogs,True
@thecoolclub127,2023-10-23T18:29:01Z,0,Come to south africa bron,True
@DreamcastQ,2023-10-23T18:26:27Z,1,The return of king Clovis,True
@user-cm2do9ll6j,2023-10-23T18:25:31Z,0,i love you bronson,True
@windy1369,2023-10-23T18:25:15Z,0,HANGING OUT 101 with Professor Dr. Baklava. Where do I sign up????,True
@Yleown,2023-10-23T18:24:48Z,1,Doc I just want you to know I’m gonna be a chef finally in mammoth lakes California and would love for you to come by and try our food this winter if you aren’t busy you truly are a inspiration to me,True
@franklorenzo2411,2023-10-23T18:24:47Z,0,Viva La Paris❤,True
@basicfuck1,2023-10-23T18:13:20Z,0,What have you done Baklava ❤️,True
@deebo7595,2023-10-23T18:11:19Z,0,2:28-2:33 joker laugh came outta nowhere,True
@dougeurowerkz2881,2023-10-23T18:10:16Z,0,An amazing man who I love.,True
@toooj,2023-10-23T18:06:13Z,14,It's crazy Action can make me feel the same love as he feels for life. Always gets me so much energy,True
@chaseledbury1691,2023-10-23T18:03:22Z,2,Bro is sloshed by the end 😂,True
@user-zg8bs1jp7m,2023-10-23T18:03:05Z,0,G.O.A.T TEAM👍🏻,True
@DanielMartinez-sg2cq,2023-10-23T17:59:18Z,1,❤ these two 😂 it's always a good time with a glass of wine and a joint😂,True
@logan88889,2023-10-23T17:53:14Z,0,thank you,True
@ActionBronsonMusic,2023-10-23T17:53:02Z,596,PARIS. WITH LOVE.,True
@bookedrust,2023-10-23T17:51:52Z,0,I hope they snapped a photo at 6:00 thats an amazing shot,True
@matanmorovitz8045,2023-10-23T17:44:05Z,0,Yo that  Szechuan eggplant with the cream looked crazy! And tell me why Clovis is not an international superstar?,True
@adriankox8010,2023-10-23T17:40:00Z,0,Another From Paris with Love Series ?????? FCK YEAH!!!!!,True
@xbl1tz2clawx,2023-10-23T17:39:38Z,0,Fuck yeah,True
@Milo92927,2023-10-23T17:38:19Z,0,Europe toilet,True
@Ennisrfc93,2023-10-23T17:38:17Z,1,Why are the cigarettes blurred?,True
@clif7450,2023-10-23T17:37:55Z,0,The best and the only one. Mr baklava AB Only!!!!,True
@tally_mon7587,2023-10-23T17:37:05Z,5,"The original from paris with love series are some of my favorite videos on youtube, so this has me stoked",True
@eliotsomers6220,2023-10-23T17:36:26Z,0,Can you start a patreon for season 3 because we need S3,True
@grey-god,2023-10-23T17:33:06Z,1,The original 3 part is my favorite series of yours. Go back Aulverne and visit Patrick!,True
@renderinginprogress,2023-10-23T17:31:27Z,1,"dam bro, i live 3 doors down from Early June, it was dam hard to get a reservation before, now its going to be impossible haha!",True
@philfinden,2023-10-23T17:23:41Z,0,"this is so good brother, give us more",True
@doolee3523,2023-10-23T17:19:36Z,0,Need Water !!! Hello😂,True
@jasminpethel8642,2023-10-23T17:16:35Z,0,niice back in paris!,True
@ericcartman7253,2023-10-23T17:16:10Z,0,thank god this is back,True
@yorkshireguy6671,2023-10-23T17:15:43Z,74,Action and Clovis in Paris always looks like the best day you could have with a friend!,True
@normregular,2023-10-23T17:15:11Z,0,Long Haired Clovis!,True
@jasonballou30,2023-10-23T17:14:34Z,1,We need more Babbas and Clovis!!!,True
@smegul1464,2023-10-23T17:13:08Z,1,Was anyone else looking for part 1 😂😂😂😂😂,True
@floket,2023-10-23T17:11:21Z,0,Come to Lyon bro. Way better than Paris,True
@prjoeyj,2023-10-23T17:10:07Z,1,"Just waiting for part 18 to come out. Thanks, Action!",True
@gabrielledavis7491,2023-10-23T17:09:54Z,2,there’s just not a single bad episode of FTD,True
@jasper915,2023-10-23T17:09:51Z,1,Everyone needs someone that hugs you like Action hugged Ramy,True
@bannockboa6131,2023-10-23T17:09:32Z,0,Even with all this. Still never stepping foot in that city.,True
@mstrasser,2023-10-23T17:09:04Z,0,"Only Action could sign off a Paris video with Italian and still make it badass 😂 Also, echoing the great job and signalling out the bottles (and making me want to go back to Paris and do this!) Excited for more",True
@redrde7066,2023-10-23T17:09:02Z,0,We need another larger run of Bronson shoes they'd sell like snickers,True
@Losfatboyz,2023-10-23T17:05:57Z,0,Bordain type show now,True
@SuperStile,2023-10-23T17:05:20Z,0,Niceeee,True
@DashingSaber,2023-10-23T17:04:04Z,0,Clover looks so different :),True
@MosesFalconi,2023-10-23T17:02:32Z,0,Clovis should be The Joker,True
@jesseblamey6494,2023-10-23T17:01:56Z,1,The vibes of this video are fucking unmatched. Thank you for the laughs. Needed that today !!,True
@bignut6721,2023-10-23T17:01:54Z,0,i love it,True
@aglzone102,2023-10-23T17:00:24Z,0,"Yooo !!!! Por favor Action , Clovis needs a bombaclot dentist. Help your boy out.",True
@JohnMHatch,2023-10-23T16:59:39Z,46,Everybody needs a friend like Clovis,True
@Nolanbrown480,2023-10-23T16:59:12Z,748,Clovis’ energy is absolutely unmatched. The perfect friend to travel with,True
@jomama8932,2023-10-23T16:56:31Z,0,THEY DROPPED THE PART DEUUUUX,True
@atro00,2023-10-23T16:56:15Z,2,"Action, do more of these series,  you and Clovis, fucking best! This one is too short!",True
@simontherrien4169,2023-10-23T16:55:24Z,0,we love Clovis yeah,True
@crazy2chee189,2023-10-23T16:53:37Z,0,The goats r back,True
@kroooassant9899,2023-10-23T16:53:00Z,0,"Clovis, founder of the Merovingian dynasty, king of the franks ;)",True
@djphantom1823,2023-10-23T16:52:36Z,0,Don’t blow up drinking and eating to much action get those sets in,True
@KojiroMC,2023-10-23T16:51:31Z,3,Ochin and Bronson - dream team reconnected. Could watch these guys forever!,True
@frankdebruin1694,2023-10-23T16:51:23Z,0,"It's Cordon Bleu Action , not Cordan Blue lol",True
@Jtotheohan,2023-10-23T16:51:12Z,3,"How do one become like you Action, thanks for a great episode. Such a great atmosphere around you wherever you go :)",True
@mileshowland5285,2023-10-23T16:50:56Z,0,Ur awesome,True
@subressor1,2023-10-23T16:49:46Z,7,"Loved the last Paris series, an iconic series on the channel. Looking forward to part 2!",True
@peacepuffz,2023-10-23T16:47:32Z,0,Arrh gay Paree!,True
@kroooassant9899,2023-10-23T16:46:16Z,0,"love this guy with or wihtout his trips to france :), oh yes and he has a great flow when he raps and the only other person I can say much about, probably due to my ignorance, is Notorious BIG (but I really do like Notorious, hnobody else raps as he did)",True
@jonfinpark,2023-10-23T16:45:58Z,0,fire shoes wish  i got mine lol,True
@gusblack3699,2023-10-23T16:45:13Z,0,Clovis’ teeth have seen better days,True
@gijoey5912,2023-10-23T16:43:41Z,31,I’m not a big wine guy but this show always makes it look very appealing.,True
@thesearmsaresnacks8899,2023-10-23T16:43:35Z,2,“This wine looks like pissss” lol,True
@alterego692,2023-10-23T16:43:21Z,0,Clovis my man,True
@mads205,2023-10-23T16:42:56Z,1,Thank you for making and sharing these videos. <3,True
@chef_benny,2023-10-23T16:38:04Z,1,Clovis I love you but see a dentist,True
@mads205,2023-10-23T16:37:54Z,1,Blurring out cigarettes now? Geez,True
@ESan333,2023-10-23T16:36:01Z,0,100,True
@Rainydawg,2023-10-23T16:34:46Z,0,where da fuck part un??,True
@thedeeprot,2023-10-23T16:33:24Z,0,could watch this all day long,True
@joshuahartnick5434,2023-10-23T16:33:13Z,0,legend,True
@unagiandroe,2023-10-23T16:32:29Z,0,Nice work. More wine content plsss,True
@manait7778,2023-10-23T16:27:14Z,0,"Man, I hear yea brother. I wish I could just hang out for a living.",True
@atlaband,2023-10-23T16:22:20Z,0,"Action, please buy Clovis some teeth🙏🏼",True
@tejbirsinghbaidwan,2023-10-23T16:21:25Z,0,"Finally, love this series!",True
@sunilpatel217,2023-10-23T16:20:55Z,0,"Awesome FCUK,  stay in France 🇫🇷 and show one episode everyday. 🍷😋😋😀😀",True
@Ordellrobbi3,2023-10-23T16:19:34Z,0,“He didn’t invite us we just said we’re coming” 🤣🤣🤣🤣,True
@Gettingitin2012,2023-10-23T16:17:41Z,1,2:33 ID on Clovis shoes??,True
@sunnybeachwalks4k2022,2023-10-23T16:14:11Z,0,🔥🔥🔥,True
@SomeFooThatGrows,2023-10-23T16:14:06Z,0,Let's go!!!,True
@bballa0608,2023-10-23T16:13:56Z,15,"Vice messed up with not continuing with this guy. Action, keep rockin it out bruh. Love knowing these new places to go to!",True
@antonis4496,2023-10-23T16:13:20Z,0,"I HAVE BEEN WAITING FOR THIS VIDEO FOR YEARS! 

I HAVE WATCHED AT LEAST 100 TIMES EACH VIDEO OF PARIS FOOD TOUR ITS CRAZY IM SO HYPED!",True
@Aaron-jp5nz,2023-10-23T16:12:00Z,0,CLOVIS! CLOVIS! CLOVIS!,True
@14ohms,2023-10-23T16:11:09Z,0,this is fucking good,True
@MatthewPaul.,2023-10-23T16:11:02Z,0,This is theeee best duo!,True
@abdelghanibenaissi4339,2023-10-23T16:10:19Z,0,Bande d'alcooliques !!😂,True
@richardcore,2023-10-23T16:09:59Z,0,"Ah, another journey of pleasure!",True
@mattnorman4007,2023-10-23T16:08:42Z,0,Any winos know what some of those raspberry pink wines were?,True
@theTNTman,2023-10-23T16:07:45Z,0,The best duo in france is back lets goooo,True
@OlyMar83,2023-10-23T16:07:27Z,0,Come to Australia bro. Will show you around here.,True
@ernestodeavila8076,2023-10-23T16:06:36Z,0,Is that Clovis!???,True
@houseabovethebay,2023-10-23T16:06:21Z,0,natural Gatorade 🤣,True
@retrob9346,2023-10-23T16:04:58Z,0,Aye 👌,True
@powpow50cal24,2023-10-23T16:03:08Z,0,Come back to California and drag Al 🌆⛪with you KING,True
@itsdumpy,2023-10-23T16:00:02Z,1,i love it when you both collab bro. this is life FOOD AND WINE,True
@donq2957,2023-10-23T15:59:07Z,0,Clovis has a job now?,True
@urbanprojectz,2023-10-23T15:59:02Z,178,"This is a game changer for food/cooking/review shows, it's just next level in every way. It's the only food show I've ever seen where it is like you are actually there chilling and enjoying with your good friends. 

Action: ""All I really care about is hanging out"" Genius.",True
@daansmeets4986,2023-10-23T15:58:41Z,0,LETS GOOOOOOOOOOO,True
@WalterMarriott-Laurie,2023-10-23T15:52:05Z,0,Action and clovis n3ed to come to scotland.,True
@alaskaaa684,2023-10-23T15:49:35Z,0,"Oh my god, I can't believe you guys are back!!!!",True
@harryscannell4633,2023-10-23T15:48:35Z,0,I how the French dude then? He’s cool.,True
@ssaaffuu,2023-10-23T15:48:25Z,0,action tnx for bringing back my wine appetite,True
@peytonbowen2364,2023-10-23T15:47:56Z,1,Blurring out a French man smoking a cigarette at a Parisian cafe is a new level of post-modern weird and wack shit. SO CORNY!,True
@DBREEZY430,2023-10-23T15:47:05Z,0,dope episode but I couldn't stop focusing at your boys bottom row of teeth & joker laugh 🥴,True
@flamedvegja,2023-10-23T15:45:44Z,0,I hope u are somedays in zurich,True
@aaronwahle8230,2023-10-23T15:44:49Z,3,Why does the wine poured on this show always look electric! We need a wine list and where to get these please. such a good show!,True
@Raisinsetmelodies,2023-10-23T15:42:38Z,51,"Thanks for putting forward the bottles that they drink so that anyone can enjoy the fantastic natural wines they are drinking ! And thanks to Clovis, Action and their team for this From Paris with love revival ! Can’t wait to what’s coming !",True
@4sebek,2023-10-23T15:42:30Z,7,Action's on fire recently. Sensational food and people make sensational episodes.,True
@pheidole8730,2023-10-23T15:39:57Z,0,its back lets goooo best yt serie ever,True
@cheesepizza87,2023-10-23T15:38:56Z,4,"He’s being all articulate and French with it 

Action “this is like the piss we drink”",True
@JesseComments,2023-10-23T15:38:12Z,1,Man I watch his episodes legit the first hour they drop everytime,True
@zxcvbnmmasdfghjkl,2023-10-23T15:33:50Z,0,IS THAT CLOVIS!!!???!,True
@dharma.al.4575,2023-10-23T15:33:16Z,3,Every episode is good but this is superb. What a Nice experience.,True
@AngeryCrow,2023-10-23T15:32:57Z,1,"Yeeeeeeah you it's gonna be an absolute show when it's time for our main man Bronson here, return to Paris with the great and magnificent wine wizard Clovis!
Shout out to Paris! Shout out to Clovis!",True
@tawandajerry1,2023-10-23T15:32:30Z,5,Clovis needs a spin off show,True
@judithbreastsler,2023-10-23T15:32:29Z,1,I wouldn't leave my wife with that dude,True
@fullstop.1299,2023-10-23T15:29:25Z,0,finally some good culture,True
@112797colin,2023-10-23T15:29:20Z,1,Thank you for adding the varietal and region info for the wines!,True
@intrixcorey,2023-10-23T15:27:53Z,0,"you NEED to come to australia, PLEAAASEE",True
@sampalmer6541,2023-10-23T15:26:51Z,4,"Can’t wait for the next episodes…,Keep em coming Action!!!💯❤️",True
@elmejortrabajodelmundo,2023-10-23T15:26:47Z,76,"""From Paris with Love"" makes me happy for real. makes me want to travel and discover food again. Thank you Action. Love you for real.",True
@dazza8389,2023-10-23T15:26:37Z,0,This is farken CRACK,True
@moshezuchter,2023-10-23T15:26:19Z,0,OMG YES,True
@jakeabrahams154,2023-10-23T15:26:10Z,0,"Do you reckon these are so short because Vice will only let him have fuck that’s delicious if the episodes are under a certain length, cus id watch this for 24 hours straight",True
@InspectahReese,2023-10-23T15:25:27Z,50,If y’all love Clovis he raps in French! You have to peep his album with Crimeapple they are both monsters!,True
@stevendalloesingh,2023-10-23T15:25:20Z,0,That clove dude is a real life groupy. 😂,True
@active300hitta3,2023-10-23T15:24:27Z,0,"4.2k views in 20 minutes at 4.20pm GMT 
I love life",True
@emmanuelpt16,2023-10-23T15:23:01Z,1,Early June is ❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥,True
@dhedges1340,2023-10-23T15:22:46Z,2,"Drink moderately, friends.",True
@donss7379,2023-10-23T15:21:18Z,0,ALLEZ,True
@karakamilos,2023-10-23T15:20:33Z,0,Action is my hero,True
@soccball991,2023-10-23T15:15:29Z,0,I’m so glad you’re back in Paris. Finishing what you fucking started,True
@sstofsofficial1416,2023-10-23T15:15:12Z,0,"AARH LA LA 

Clovis X Action legendary.",True
@dennispagterchristensen7786,2023-10-23T15:15:01Z,0,❤❤,True
@barryholiday8998,2023-10-23T15:13:58Z,2,"How is that bronson’s friend in such good shape after eating like this? 
“That’s piss I would drink” -Action Bronson 2023",True
@lukegarrigan6950,2023-10-23T15:13:01Z,0,Fuckin fantastic,True
@RotationFSX,2023-10-23T15:12:08Z,0,I watched your original 3 parter the other night with my Girlfriend. It was what youtube was made for!,True
@davidbranthwaite44,2023-10-23T15:08:26Z,0,"Yoooo. We back!
From Paris with love. ❤",True
@BikingLJ,2023-10-23T15:07:09Z,1,Clovis we love you! 😂,True
@AlberHandcock,2023-10-23T15:06:50Z,0,weewee when in rome,True
@otizoctopus4204,2023-10-23T15:06:38Z,3,I love the show action keep up the good work best show  ❤😊,True
@cecilharris1196,2023-10-23T15:06:18Z,0,"Action and Clovis needs their own show just about food and wine around the world besides FTD.  Call it
""Nothing but the Naturals"".  Talk about natural wine, of course food, and of course ALSO ""THE NATURAL"" ✔️🤣🤣",True
@dirtsmegee,2023-10-23T15:05:54Z,1107,Action needs an 8 part series in every country. I can’t get enough.,True
@jakerosen1811,2023-10-23T15:03:16Z,0,Action the goat!! As simple as that,True
@IamULISSE,2023-10-23T15:02:08Z,4,I’m going to Paris this Friday 🔥🔥🔥,True
@IamULISSE,2023-10-23T15:02:00Z,0,I’m going to Paris this Friday 🔥🔥🔥,True
@lukegarrigan6950,2023-10-23T15:01:08Z,0,Damn prayers have been answered,True
@uknownutin3528,2023-10-23T15:01:03Z,539,One of the best food series on YouTube. LONG LIVE CLOVIS,True
@AceBoogyStacks,2023-10-23T15:01:01Z,0,szchaun,True
@treyahu7096,2023-10-23T14:51:29Z,1,I hope this shit is like two hours long.,True
@hellomynameisra,2023-10-23T14:48:23Z,3,"Bronsolino if you read this, the grey hoodie Fuck that's Delicious is the best fucking hoodie I ever bought! With love, an Italian fan",True
@EJWEST333,2023-10-23T14:39:33Z,3,This is going to be legendary,True
@Bubbakush2001,2023-10-23T13:47:11Z,0,Yessir,True
@SamB-ij1ko,2023-10-23T13:34:13Z,0,Buzzing for this,True
@ec6678,2023-10-23T13:33:21Z,13,Watch out for those bed bugs,True
@cheng8841,2023-10-23T12:57:26Z,70,"""eight part series"" LETS GOOOOOO",True
@PinoPP,2023-10-23T12:30:09Z,278,One of the best and most authentic eating shows,True
@cccccccccccccccccccccccccc8412,2023-10-23T12:30:02Z,0,First,True
